name,phone,city,website,email,industry,source,google_reviews,notes
Valoczy Melinda,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/valoczy-melinda#city=budapest&profession=takaritas
Green Shine Kft,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/green-shine-kft#city=budapest&profession=takaritas
East West Facility Management Kft,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/east-west-facility-management-kft#city=budapest&profession=takaritas
Csobadi Bela,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/csobadi-bela#city=budapest&profession=takaritas
Berki Janos 1,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/berki-janos-1#city=budapest&profession=takaritas
Lakatos Krisztina,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/lakatos-krisztina#city=budapest&profession=takaritas
Antalne Toth Anna,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/antalne-toth-anna#city=budapest&profession=takaritas
Szabo Andrea Vivien,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/szabo-andrea-vivien#city=budapest&profession=takaritas
Varsanyi L Oliver 1,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/varsanyi-l-oliver-1#city=budapest&profession=takaritas
Turucz Anna,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/turucz-anna#city=budapest&profession=takaritas
Laszlo Beata,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/laszlo-beata#city=budapest&profession=takaritas
Farkas Kovacs Julianna,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/farkas-kovacs-julianna#city=budapest&profession=takaritas
Torok Tunde,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/torok-tunde#city=budapest&profession=takaritas
The Best Cleaning Campany Kft,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/the-best-cleaning-campany-kft#city=budapest&profession=takaritas
Ftr Cleaning,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/ftr-cleaning#city=budapest&profession=takaritas
Imre Rudolf E V Perfect Takaritas,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/imre-rudolf-e-v-perfect-takaritas#city=budapest&profession=takaritas
Gajer Monika 2,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/gajer-monika-2#city=budapest&profession=takaritas
Re Nova Kft Novak Erno,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/re-nova-kft-novak-erno#city=budapest&profession=takaritas
Brosztl Imre,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/brosztl-imre#city=budapest&profession=takaritas
Golden Strings Kft,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/golden-strings-kft#city=budapest&profession=takaritas
Milak Tibor,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/milak-tibor#city=budapest&profession=takaritas
Gurbai Krisztian E V,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/gurbai-krisztian-e-v#city=budapest&profession=takaritas
Balatoni Akos,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/balatoni-akos#city=budapest&profession=takaritas
Miczura Maria,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/miczura-maria#city=budapest&profession=takaritas
Modos Istvan,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/modos-istvan#city=budapest&profession=takaritas
Do Pure Cleaning Karpittisztitas Szonyegtisztitas Kanapetisztitas Autokarpit Tisztitas Ozonos Fertotlenites Ablakmosas,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/do-pure-cleaning-karpittisztitas-szonyegtisztitas-kanapetisztitas-autokarpit-tisztitas-ozonos-fertotlenites-ablakmosas#city=budapest&profession=takaritas
Kiss Anita,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/kiss-anita#city=budapest&profession=takaritas
Malomsoki Maria,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/malomsoki-maria#city=budapest&profession=takaritas
Suha Laszlo E V,,Budapest,,,takarítás,joszaki.hu,,profil: https://joszaki.hu/szakember/suha-laszlo-e-v#city=budapest&profession=takaritas
